region_name,lowest_frame_min,mean_of_frame_averages,highest_frame_max,mean_p95,highest_p99
ROI_01,12.287898063659668,31.209471393595486,48.5,33.69343504712909,38.11592483520508
ROI_02,12.287898063659668,34.61109622071053,48.5,40.661683678948336,45.5146484375
