region_name,lowest_frame_min,mean_of_frame_averages,highest_frame_max,mean_p95,highest_p99
ROI_01,12.2885103225708,30.829434771422108,43.55021286010742,33.36960466004446,36.79851150512695
ROI_02,12.360638618469238,34.624028284016326,48.430423736572266,40.10739860020558,45.22999954223633
