region_name,lowest_frame_min,mean_of_frame_averages,highest_frame_max,mean_p95,highest_p99
ROI_01,29.200000762939453,50.227935445753985,76.80000305175781,63.30154275047363,76.80000305175781
ROI_02,29.200000762939453,41.449494927074014,76.80000305175781,54.008348545558015,76.80000305175781
ROI_03,29.200000762939453,40.00988913802961,76.80000305175781,54.80920630207984,76.80000305175781
ROI_04,29.200000762939453,42.17231778006428,76.80000305175781,58.09353547759094,76.80000305175781
