region_name,lowest_frame_min,mean_of_frame_averages,highest_frame_max,mean_p95,highest_p99
ROI_01,28.610170364379883,52.5979467911729,75.72733306884766,63.72282216199979,69.76271057128906
ROI_02,28.610170364379883,42.57402924761331,63.783050537109375,55.49036810945603,61.11355972290039
ROI_03,28.610170364379883,42.82854293991434,65.3847427368164,56.85610449581298,61.967796325683594
ROI_04,28.610170364379883,42.02730684484796,79.9000015258789,63.573854359745326,76.90423583984375
ROI_05,28.610170364379883,41.34023706514414,73.90847778320312,53.41030699758535,64.74406433105469
