frame,timestamp_seconds,was_ocr_sampled,primary_min_temp,primary_max_temp,primary_min_text,primary_max_text,accepted_sample_min_temp,accepted_sample_max_temp,accepted_min_text,accepted_max_text,accepted_min_method,accepted_max_method,clean_min_temp_used,clean_max_temp_used,status,retry_attempted
1500,60.778934476423764,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1501,60.81945376607471,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1502,60.85997305572566,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1503,60.90049234537661,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1504,60.94101163502756,1,24.3,75.9,24.3,75.9-,,,,,,,29.3,75.9,HOLD_PREVIOUS,1
1505,60.98153092467851,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1506,61.02205021432946,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1507,61.062569503980406,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1508,61.10308879363136,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1509,61.1436080832823,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1510,61.184127372933254,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1511,61.224646662584206,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1512,61.26516595223515,1,24.3,75.8,24.3,75.80,,,,,,,29.3,75.9,HOLD_PREVIOUS,1
1513,61.3056852418861,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1514,61.346204531537055,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1515,61.386723821188,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1516,61.42724311083895,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1517,61.467762400489896,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1518,61.50828169014085,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1519,61.5488009797918,0,,,,,,,,,,,29.3,75.9,UNSAMPLED,0
1520,61.589320269442744,1,29.3,75.8,29.30,75.80,29.3,75.8,29.30,75.80,green_difference/PSM7,gray_otsu/PSM7,29.3,75.8,ACCEPT_PRIMARY,0
1521,61.629839559093696,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1522,61.67035884874465,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1523,61.71087813839559,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1524,61.751397428046545,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1525,61.79191671769749,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1526,61.83243600734844,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1527,61.87295529699939,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1528,61.91347458665034,1,29.3,45.8,29.3,45.8-,29.3,75.8,29.3,75.8,green_difference/PSM7,green_channel_otsu/PSM7,29.3,75.8,ACCEPT_RETRY,1
1529,61.95399387630129,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1530,61.99451316595224,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1531,62.03503245560319,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1532,62.07555174525414,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1533,62.11607103490508,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1534,62.156590324556035,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1535,62.19710961420699,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1536,62.23762890385793,1,29.3,45.8,29.3,45.8-,29.3,75.8,29.3,75.8,green_difference/PSM7,green_channel_otsu/PSM7,29.3,75.8,ACCEPT_RETRY,1
1537,62.27814819350888,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1538,62.318667483159835,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1539,62.35918677281078,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1540,62.39970606246173,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1541,62.44022535211268,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1542,62.48074464176363,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1543,62.52126393141458,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1544,62.561783221065525,1,29.3,45.8,29.3,45.8-,29.3,75.8,29.3,75.8,green_difference/PSM7,green_channel_otsu/PSM7,29.3,75.8,ACCEPT_RETRY,1
1545,62.60230251071648,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1546,62.64282180036742,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1547,62.683341090018374,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1548,62.723860379669325,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1549,62.76437966932027,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1550,62.80489895897122,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1551,62.845418248622174,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1552,62.88593753827312,1,29.3,45.8,29.3,45.8-,29.3,75.8,29.3,75.8,green_difference/PSM7,green_channel_otsu/PSM7,29.3,75.8,ACCEPT_RETRY,1
1553,62.92645682792407,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1554,62.966976117575015,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1555,63.00749540722597,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1556,63.04801469687692,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1557,63.088533986527864,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1558,63.129053276178816,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1559,63.16957256582977,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1560,63.21009185548071,1,29.3,45.8,29.3,45.8-,29.3,75.8,29.3,75.8,green_difference/PSM7,green_channel_otsu/PSM7,29.3,75.8,ACCEPT_RETRY,1
1561,63.250611145131664,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1562,63.29113043478261,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1563,63.33164972443356,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1564,63.37216901408451,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1565,63.41268830373546,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1566,63.45320759338641,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1567,63.49372688303736,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1568,63.534246172688306,1,29.3,45.8,29.3,45.8-,29.3,75.8,29.3,75.8,green_difference/PSM7,green_channel_otsu/PSM7,29.3,75.8,ACCEPT_RETRY,1
1569,63.57476546233926,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1570,63.6152847519902,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1571,63.655804041641154,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1572,63.696323331292106,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1573,63.73684262094305,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1574,63.777361910594,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1575,63.817881200244955,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1576,63.8584004898959,1,29.3,45.7,29.30,45.7-,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1577,63.89891977954685,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1578,63.939439069197796,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1579,63.97995835884875,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1580,64.02047764849969,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1581,64.06099693815065,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1582,64.1015162278016,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1583,64.14203551745254,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1584,64.1825548071035,1,29.3,45.7,29.30,45.7-,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1585,64.22307409675444,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1586,64.26359338640539,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1587,64.30411267605633,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1588,64.3446319657073,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1589,64.38515125535824,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1590,64.42567054500918,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1591,64.46618983466014,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1592,64.50670912431109,1,29.3,45.7,29.30,45.7-,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1593,64.54722841396203,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1594,64.58774770361299,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1595,64.62826699326394,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1596,64.66878628291488,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1597,64.70930557256584,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1598,64.74982486221678,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1599,64.79034415186773,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1600,64.83086344151869,1,29.3,45.7,29.30,45.7-,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1601,64.87138273116963,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1602,64.91190202082058,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1603,64.95242131047152,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1604,64.99294060012248,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1605,65.03345988977343,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1606,65.07397917942437,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1607,65.11449846907533,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1608,65.15501775872627,1,29.3,45.8,29.30,45.80,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1609,65.19553704837722,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1610,65.23605633802818,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1611,65.27657562767912,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1612,65.31709491733007,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1613,65.35761420698103,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1614,65.39813349663197,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1615,65.43865278628292,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1616,65.47917207593387,1,29.3,45.8,29.30,45.80,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1617,65.51969136558482,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1618,65.56021065523576,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1619,65.60072994488671,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1620,65.64124923453767,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1621,65.68176852418861,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1622,65.72228781383956,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1623,65.76280710349052,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1624,65.80332639314146,1,29.3,45.7,293,45.70,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1625,65.8438456827924,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1626,65.88436497244336,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1627,65.92488426209431,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1628,65.96540355174525,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1629,66.00592284139621,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1630,66.04644213104716,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1631,66.0869614206981,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1632,66.12748071034905,1,29.3,45.7,293,45.70,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1633,66.168,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1634,66.20851928965095,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1635,66.2490385793019,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1636,66.28955786895285,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1637,66.3300771586038,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1638,66.37059644825474,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1639,66.4111157379057,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1640,66.45163502755665,1,,45.7,23,45.70,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1641,66.49215431720759,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1642,66.53267360685855,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1643,66.5731928965095,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1644,66.61371218616044,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1645,66.6542314758114,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1646,66.69475076546235,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1647,66.73527005511329,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1648,66.77578934476423,1,,45.7,23,45.70,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1649,66.8163086344152,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1650,66.85682792406614,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1651,66.89734721371708,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1652,66.93786650336804,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1653,66.97838579301899,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1654,67.01890508266993,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1655,67.05942437232089,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1656,67.09994366197184,1,,45.7,23,45.70,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1657,67.14046295162278,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1658,67.18098224127374,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1659,67.22150153092468,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1660,67.26202082057563,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1661,67.30254011022659,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1662,67.34305939987753,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1663,67.38357868952848,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1664,67.42409797917942,1,,75.6,23,75.6-,29.3,75.8,293,75.8,green_difference/PSM8,green_difference/PSM7,29.3,75.8,ACCEPT_RETRY,1
1665,67.46461726883038,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1666,67.50513655848133,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1667,67.54565584813227,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1668,67.58617513778323,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1669,67.62669442743417,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1670,67.66721371708512,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1671,67.70773300673608,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1672,67.74825229638702,1,,75.8,,75.8-,28.3,75.8,283,75.8-,green_difference/PSM8,gray_otsu/PSM7,28.3,75.8,ACCEPT_RETRY,1
1673,67.78877158603797,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1674,67.82929087568893,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1675,67.86981016533987,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1676,67.91032945499082,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1677,67.95084874464176,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1678,67.99136803429272,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1679,68.03188732394366,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1680,68.07240661359461,1,,75.8,,75.8-,28.3,75.8,283,75.8-,green_difference/PSM8,gray_otsu/PSM7,28.3,75.8,ACCEPT_RETRY,1
1681,68.11292590324557,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1682,68.15344519289651,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1683,68.19396448254746,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1684,68.23448377219842,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1685,68.27500306184936,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1686,68.3155223515003,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1687,68.35604164115126,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1688,68.39656093080221,1,,75.8,,75.8-,28.3,75.8,283,75.8-,green_difference/PSM8,gray_otsu/PSM7,28.3,75.8,ACCEPT_RETRY,1
1689,68.43708022045315,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1690,68.47759951010411,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1691,68.51811879975506,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1692,68.558638089406,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1693,68.59915737905695,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1694,68.6396766687079,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1695,68.68019595835885,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1696,68.7207152480098,1,,75.8,,75.8-,28.3,75.8,283,75.8-,green_difference/PSM8,gray_otsu/PSM7,28.3,75.8,ACCEPT_RETRY,1
1697,68.76123453766075,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1698,68.8017538273117,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1699,68.84227311696264,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1700,68.8827924066136,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1701,68.92331169626455,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1702,68.9638309859155,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1703,69.00435027556645,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1704,69.0448695652174,1,,45.7,,45.7-,,,,,,,28.3,75.8,HOLD_PREVIOUS,1
1705,69.08538885486834,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1706,69.12590814451929,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1707,69.16642743417025,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1708,69.20694672382119,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1709,69.24746601347213,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1710,69.2879853031231,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1711,69.32850459277404,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1712,69.36902388242498,1,,45.7,,45.70,,,,,,,28.3,75.8,HOLD_PREVIOUS,1
1713,69.40954317207594,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1714,69.45006246172689,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1715,69.49058175137783,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1716,69.53110104102879,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1717,69.57162033067974,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1718,69.61213962033068,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1719,69.65265890998164,0,,,,,,,,,,,28.3,75.8,UNSAMPLED,0
1720,69.69317819963258,1,25.3,75.8,25.3,75.8,29.3,75.8,293,75.8,green_channel_otsu/PSM7,gray_otsu/PSM7,29.3,75.8,ACCEPT_RETRY,1
1721,69.73369748928353,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1722,69.77421677893447,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1723,69.81473606858543,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1724,69.85525535823638,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1725,69.89577464788732,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1726,69.93629393753828,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1727,69.97681322718923,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1728,70.01733251684017,1,25.3,75.4,25.3,75.4-,29.3,75.4,293,75.4-,green_channel_otsu/PSM7,gray_otsu/PSM7,29.3,75.4,ACCEPT_RETRY,1
1729,70.05785180649113,0,,,,,,,,,,,29.3,75.4,UNSAMPLED,0
1730,70.09837109614207,0,,,,,,,,,,,29.3,75.4,UNSAMPLED,0
1731,70.13889038579302,0,,,,,,,,,,,29.3,75.4,UNSAMPLED,0
1732,70.17940967544398,0,,,,,,,,,,,29.3,75.4,UNSAMPLED,0
1733,70.21992896509492,0,,,,,,,,,,,29.3,75.4,UNSAMPLED,0
1734,70.26044825474587,0,,,,,,,,,,,29.3,75.4,UNSAMPLED,0
1735,70.30096754439683,0,,,,,,,,,,,29.3,75.4,UNSAMPLED,0
1736,70.34148683404777,1,25.3,75.8,25.3,75.8,29.3,75.8,293,75.8,green_channel_otsu/PSM7,gray_otsu/PSM7,29.3,75.8,ACCEPT_RETRY,1
1737,70.38200612369872,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1738,70.42252541334966,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1739,70.46304470300062,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1740,70.50356399265156,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1741,70.54408328230251,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1742,70.58460257195347,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1743,70.62512186160441,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1744,70.66564115125536,1,25.3,,25.3,75.-,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1745,70.70616044090632,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1746,70.74667973055726,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1747,70.7871990202082,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1748,70.82771830985916,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1749,70.86823759951011,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1750,70.90875688916105,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1751,70.949276178812,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1752,70.98979546846296,1,25.3,75.8,25.3,75.8,29.3,75.8,293,75.8,green_channel_otsu/PSM7,gray_otsu/PSM7,29.3,75.8,ACCEPT_RETRY,1
1753,71.0303147581139,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1754,71.07083404776485,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1755,71.1113533374158,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1756,71.15187262706675,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1757,71.1923919167177,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1758,71.23291120636866,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1759,71.2734304960196,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1760,71.31394978567054,1,25.3,75.8,25.3,75.8,29.3,75.8,293,75.8,green_channel_otsu/PSM7,gray_otsu/PSM7,29.3,75.8,ACCEPT_RETRY,1
1761,71.3544690753215,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1762,71.39498836497245,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1763,71.4355076546234,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1764,71.47602694427435,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1765,71.5165462339253,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1766,71.55706552357624,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1767,71.59758481322719,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1768,71.63810410287815,1,29.3,19.8,29.3,19.8-,29.3,75.8,29.3,75.8,green_difference/PSM7,green_difference/PSM7,29.3,75.8,ACCEPT_RETRY,1
1769,71.67862339252909,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1770,71.71914268218003,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1771,71.759661971831,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1772,71.80018126148194,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1773,71.84070055113288,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1774,71.88121984078384,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1775,71.92173913043479,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1776,71.96225842008573,1,29.3,3.0,293,3.0,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1777,72.00277770973669,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1778,72.04329699938764,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1779,72.08381628903858,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1780,72.12433557868954,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1781,72.16485486834048,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1782,72.20537415799143,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1783,72.24589344764237,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1784,72.28641273729333,1,29.3,3.0,293,3.0,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1785,72.32693202694428,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1786,72.36745131659522,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1787,72.40797060624618,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1788,72.44848989589713,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1789,72.48900918554807,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1790,72.52952847519903,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1791,72.57004776484997,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1792,72.61056705450092,1,29.3,19.8,293,19.8-,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1793,72.65108634415188,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1794,72.69160563380282,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1795,72.73212492345377,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1796,72.77264421310471,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1797,72.81316350275567,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1798,72.85368279240662,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1799,72.89420208205756,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1800,72.93472137170852,1,29.4,,294,3.-,,,,,,,29.3,75.8,HOLD_PREVIOUS,1
1801,72.97524066135946,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
1802,73.01575995101041,0,,,,,,,,,,,29.3,75.8,UNSAMPLED,0
